x,y
21.98685661204493,19.446942795315262
22.59075415240277,26.092119425632102
19.063386501106656,19.063452172203277
26.316851262029566,23.069738916611634
18.12210245626019,22.17024017434386
18.14632922875015,18.137080985718974
20.96784908626414,12.346879021368808
13.100328669947869,17.75084988303611
15.948675518662306,21.256989330381096
16.367903697915157,14.350785194658833
25.862595075686215,19.096894798053857
20.270112818751695,14.301007255146173
17.82246910189927,20.443690358839465
15.39602569031079,21.502792073382686
17.59744524032478,18.833225000826893
17.593173551082412,27.409112738035752
19.946011101048263,15.769156284176399
23.290179648412757,15.116625400115911
20.835454380019023,12.161319504480897
14.687255804406277,20.787444943476494
82.95386631998164,20.68547312475988
79.53740687044704,18.795585217642845
74.0859120385303,17.120623166421165
78.15744491616086,24.22848890487566
81.37447315827384,12.947839378549064
81.29633587757918,18.459670878334734
77.29231199877617,22.44670515536347
84.1239980899838,23.725120476464795
76.64312990710944,18.76315049659514
81.32505372561425,23.902180508489437
78.08330304861884,19.25736409334473
75.57466010397589,15.215173503677317
83.2501032895768,25.42496011428329
79.71195951367866,24.014131591568095
81.44654410019054,17.419520981579502
81.44558242203365,26.152146265863877
79.85669584356019,26.258574623256024
69.52101958364102,23.287610017500896
80.34818827295268,18.80397059813653
80.367043106142,12.049724341596429
19.121312448649952,81.42845028604698
25.911576178966065,77.9269191269054
16.76602558842725,77.99297182566185
23.661608470808297,81.31500443863874
17.880959184931847,82.05306973245342
20.388310197392162,83.87457996213156
17.19178762449059,78.68935141360893
18.431567387471368,74.14594020747153
21.184481108258304,81.04422108871955
20.020453826569845,79.06165146649941
14.338517031798343,78.31741870893856
18.62914193389292,76.79089092311352
19.354857153335963,81.61620342725816
27.54474360484212,80.69831125132735
21.030201562891058,79.70221633693534
12.324915138803835,79.89394449820313
20.240920839764104,89.85296844994114
19.23055614087551,81.20618936933445
19.861152921179027,75.32528784952187
24.571291258060082,83.0077321307471
83.16412778817218,76.36245018082104
85.6111772437444,74.39259574883087
82.34742837520108,88.76182250323991
76.03785469947725,77.7348090815889
80.39860546035057,77.98609738353521
73.79734627573546,80.27425189922411
75.75078514509558,81.89436972254073
76.3223030630648,86.19973762007015
76.86698683065505,78.7117539351773
83.25406886947867,75.07654273426418
80.90983973841652,85.22857101712971
73.57006706175508,80.73853543412922
81.03953117699369,83.12729148710925
75.05219715648767,74.7181735476629
82.0877662624676,81.18793869293275
81.0019714013835,81.3857928379879
77.27990111368604,80.92901478864401
81.17228989319473,77.14259432789453
87.46309804457903,81.89533168364716
75.2347860111894,82.62621443453531
46.101273319090716,53.14833841496981
54.634382316029615,46.717270726593156
53.85350451697729,51.651123707745995
53.28824063997796,57.58717193061579
49.01844753598852,46.98505534257004
46.44194228149791,46.736758860138245
49.69159316234359,51.364607899266574
51.10676319732008,53.308732996144094
50.05200756751163,55.814136308629266
48.94137266704818,60.880676666358475
52.502669391060024,46.57136977433487
45.71643000775555,51.92988966097274
49.1061488586966,52.85600197636837
51.89295049829418,49.70868434937251
46.61282512772638,43.94061110125654
48.213940191731915,53.425595177293886
50.85637497652082,45.017044885152046
50.69272370340473,51.54126951891535
46.46457025519547,50.61490042378211
50.232834873784,45.42811880867751
57.8280140996174,3.5942273796742086
12.706051265188478,52.224326005480435
5.16817211686077,53.1354631568148
43.89714207056361,7.845638134226595
47.41738290873252,9.783416065100148
50.31362585800877,85.64898411883223
2.6511310541621813,58.57755812734633
94.02302414249576,57.5474177875879
99.05051420006733,41.26176769114265
50.525237244785714,82.64574661077417
38.92016787341631,1.083765148029836
95.06071469375561,57.34378881232861
9.120610304869036,49.442030470258146
5.755876001664428,54.95288823237355
44.1530501373377,88.77041827582998
11.119748230615134,49.262510429085914
1.1353644767419069,46.86606419941263
1.2154474689816341,96.98788267076391
52.77011090862999,99.29647961193004
7.379656473539886,55.38542844013208
